review_id,asin,review_text,review_score
A1J5HIF41ENSMZ,B003UKM9CO,"This is my second Oral B electric toothbrush, and I've been very happy with both of them.  The first one is a 3D Excel that I've used for over five years.  The Professional Care 1000 is very similar to the 3D Excel.  From what I can tell, it's primarily cosmetic changes - and the 1000 only has one speed instead of two on the 3D Excel.The level of clean achieved with these toothbrushes has been excellent for me.  The amount of time that my dental hygenist spends cleaning my teeth is much lower since I started using the Excel.  IMO, you can't go wrong with an Oral B electric toothbrush, and it really comes down to choosing a model based upon the features that you want.  In the five plus years that I've used my 3D Excel, I have never used the second (slower) speed.  I believe that the slower speed is for more sensitive teeth/gums, but the ""normal"" speed has been fine for me - and I have sensitive teeth and gums.  So, for me, the single speed on the 1000 was just fine.  I also found that I don't use the toothbrush head storage in the larger base of the Excel, so the smaller charging base of the 1000 was great.  Based upon your preferences, you might decide that a model with multiple speeds or a base with storage fits your needs better.As a note - the different heads available can be quite different.  So, maybe give a couple different versions a try if you don't like what comes with it.  As an example, while I do use the normal brush speed, I prefer the sensitive heads because of my gums.  The heads with the rubber disc in the center can be a bit abrasive to me.",5
A2WN1QF8GSVHYV,B003UKM9CO,"The brush head on the Oral-B is smaller than any others I have seen & gets to places you can't even reach with a kid's toothbrush!Timer lets you know when it is time to switch quadrants with a giggle/hesitation in the motor.Has 3 settings - I like the regular & sensitive settings the best, you can feel the difference if you have sensitive areas, or I'm sure if your entire mouth is sensitive. The flossing is great too! You have to buy these heads seperately, but the prices are reasonable.VERY soft bristles, reaches everywhere, even behind front teeth & behind the back molars!Gentle, but gets the job done & well!Smaller foot-print than other professional care toothbrushes.Easier to handle for those with arthritis.Floss, extra heads (different types) & extra-sensitive heads are available & the prices are reasonable!You can buy an optional ring stand that goes on the bottom to hold 2 more heads if using for 3 people - great for guests. The head is the only part that goes in your mouth.The only drawback is that there are no covers for your toothbrush head! Easy to make one by snipping off the corner of a plastic bag, but seems someone missed that essential detail.My teeth feel like they do after I get the grit out from the dentist's cleaning.Great toothbrush! Best one yet!Heads can be taken out & rinsed & it seems even submerged in water!My teeth FEEL cleaner & better than with my SonicCare, but b/c I like this better, my SonicCare is going to be retired and used for cleaning jewelry, so you can put you old one to good use too!I'll be using this one for a long time! This is a really nice upgrade from my SonicCare Pro!",5
A404TOR0ATGXJ,B003UKM9CO,"This thing cleans much, much better than a manual toothbrush.  In fact, when we use manual toothbrushes for a couple days while traveling, my wife and I remark how we can't wait to get home and properly clean our teeth.  You can really feel the difference.",5
A3OOLENXICN68G,B003UKM9CO,It gets my teeth cleaner than any other tooth brush I have ever used. I haven't had any issues with it and am impressed with the battery life.,5
A3FEGTOLCWXSV4,B003UKM9CO,"Oral-B has a number of brushes available - the Sonic, Vitality, the Professional Care family (which comprises the 1000 and 3000), and the Professional Care SmartSeries (4000 and 5000). The Oral-B 1000 is the entry level of the Professional Care series.In my usage of the Vitality and the Oral-B 1000, the Oral-B 1000 stands at the minimum level of functionality to make an electric toothbrush viable.For example, the Vitality does not have a quadrant timer (it beeps only at the end of the 2-minute cycle), is rated at only 7600 oscillations per second, and does not have battery charging indicators.The brushes in the Professional Care series on the other hand add quadrant timers, and are rated both at 8800 oscillations per second and at 40,000 pulsations per second.As you go higher in the Professional Care family you get multiple brush modes (daily clean, sensitive, polish, deep clean), pressure sensors, and even wireless displays.Overall, the brush is simply wonderful. I've tried the pro white, precision clean, and dual clean brush heads, and I'm simply thrilled with each, though the dual clean head is my favorite. It works noticeably better than my manual toothbrush, in particular with cleaning between my teeth.I'm definitely a happy camper.Do note that the Professional Care 1000's specifications indicate the presence of a pressure sensor. Unfortunately this does not work on my brush - and given the experience of other reviewers - I'm inclined to think this is simply a misprint in the specs.Happy Brushing!",5
A1U0SGKIDHQE1I,B003UKM9CO,"I've used electric toothbrushes before, but not as excellent as this one.  It's not too strong but strong enough to give the best clean I've ever had.  It gets the tartar at the gum line like nobody's business.  I wholeheartedly recommend this tooth brush.",5
AITHKUEHE8L85,B003UKM9CO,"Solid powerful motor, good brush. Price is decent for the quality. Have been using it for a few months now and it lasts days without charging.",5
A24R30PNVRG4VG,B003UKM9CO,"This is my third Oral-B electrical toothbrush. Initially I owned a battery operated one. After it go rusty in the battery compartment because the moisture was seeping in, I've purchased a step up, a rechargeable version, but it was not a Pro flavor. Despite having a Ni-Cd battery, it has been working for probably 4 years and is still operational. After using the 1000 model for couple weeks, I plan to take the previous one to my office. After 1000, that one feels so mild, more for gums, rather than teeth. Now I am even surprised that I used to brush with that for 4 years!This one is marked as ""Made in Germany.""Now, with all the addition of bathroom gadgets that require electricity, the next problem is to install extra GFI outlets and hide all the cords!",5
A2JDVQ3W6KAHUU,B003UKM9CO,"I used to have an older model of Oral-B and the battery wouldn't charge anymore.  This one is so much better.  The movement is better, it let's you know when you need to recharge and my teeth feel even cleaner that with the previous one.",5
A36JO8IHKYBMMJ,B003UKM9CO,"I came to this electric toothbrush after a year of using thePhilips Sonicare HX6972/10 FlexCare Plus Rechargeable Electric Toothbrush. I really like the Philips toothbrush, and have bought several as gifts for family. The Oral-B Professional is of comparable quality, and that is high praise for a machine that costs half to a third (depending on which model you buy) of the Philips.Both do a very good job of cleaning your teeth. The Philips, I think cleans a little better, but that could be a result of another feature it has over the Oral-B---a timer. The Philips has a cool trick of alerting you after a preset time to clean another quadrant of your teeth. The Oral-B does not, which means you have to be a little more disciplined in switching it up.However, the Oral-B is gentler on the mouth and gums than the Philips, which frankly will vibrate the heck out of your teeth before you get used to it. The Oral B seems to have a snarky reference to the Philips in its ""features"" listing.I recently had oral surgery and I could not handle the Philips toothbrush in my mouth. Since the surgery a month ago, I've been almost exclusively using the Oral-B. The Philips does have a few more bells and whistles, but at half the price, the Oral-B toothbrush is very hard to turn down.Highly Recommended.",5
A3561VDJLECLIQ,B003UKM9CO,"I'm new to electric toothbrushes and I decided to try Oral B Sonic Action after Oral B Professional 1000,because It seemed my first choice, did not vibrate enough. Well, I really found out what sonic action is,even on the low setting, with very little noise, about a 2 on the 10 scale.I'm sure this would message and vibrate (occuring in brush head) whatever off your teeth,but, if your dental setup is many caps, what is that doing to that glue?I decided to go back to the brushing (twirling clock, counter clock) of the Professional 1000.That's enough vibrating to message and (with the soft brushes ""Oral-B Sensitive [3 Extra-Soft Brush heads]""had to be purchased separately) cleans all surfaces very well,very quickly (because of no need for my own maneuvering, which I was overdoing.)It fits very well in the hand and mouth.However, the noise for it is about a 4 and The charge only last about four uses for me.",5
ABJIXMSVJ5YK2,B003UKM9CO,"Replaced a model from 6 years ago.  This one is solid and for a good price.  Like most rechargeable batteries, I don't leave this fully charged or discharged to avoid.  I use a timer to charge the battery 3-4 hours a day for longevity.",5
A3I2E3IWY7RW00,B003UKM9CO,"I purchased this product according to the reviews.  This is my first electronic toothbrush, so can't really compare to anything else.  I used the precision clean brush head that it came with and my mouth felt very clean afterwards, but then after purchasing the floss action brush head--wow--even better!",5
ADFQS81MLFSIJ,B003UKM9CO,"I did lots of research, I can't find a reason to spend more money, this one does pretty much 90% of what the more and most expensive brushes do.  Much better than traditional brushing.",5
A3JMRDOJV7XNIP,B003UKM9CO,"This is my second electric tooth brush, the fist Oral B having worked as usual for over ten years. This model is a streamlined version of my old one and gives me the same clean feeling. It's good to have such a reliable product that I can rely on over the years.",5
A1403S76T94H6W,B003UKM9CO,As with past purchases of Braun Electric Toothbrushes (previous version lasted for 10 years!) this is an excellent product . My dentist recommended this brush due to past history of gingivitis which has not since using itDownside is the cost of replacement brush heads..but Amazon has good pricing for the replacements,5
A18M7IBVN3DKP,B003UKM9CO,"This is a great toothbrush, though the timer can be a bit annoying if you're a person who normally brushes their teeth longer than 2 minutes, though it doesn't interfere with brushing. I'm glad I bought it.",5
A2G9UDL72YUTT8,B003UKM9CO,"I have an old Braun Oral-B toothbrush that I got about 10-15 years ago. I was curious to see how this new Oral-B toothbrush would compare to my old toothbrush and if it would be worth it to ""upgrade"".I foung that after using the toothbrush for a week, that this Oral-B toothbrush was significantly better than my old Oral B toothbrush.Overall, this is a very simple toothbrush. Using the idea that you should brush for 2 minutes, which equals 30 seconds for a quadrant of your mouth, just press the button to turn it on and every 30 seconds, the toothbrush seems to hesitate to let you know that you should brush in a different area of your mouth. Seems a tad silly (I think a simple 2 minute timer would work better/make more sense since you may not need to brush the same amount everywhere), but I got use to it.The speed of the toothbrush is much faster than my old toothbrush and when I finished brushing, my mouth had that clean feeling you get after your dental hygenist cleans your teeth. I found it easy to handle and use in every cranny in my mouth.A warning light lets you know when your battery is starting to fade and you need to recharge. The recharger base is much smaller than the old ones and hardly takes up hardly any room (which is important if you don't have much shelf space).If you're like me and you have an older Oral-B, I recommend upgrading to this new Oral-B. It's a much better toothbrush.",5
ABBIB3ZHNS4X8,B003UKM9CO,I highly recommend this product. It works great. Oral-B is a name you can trust and this product is proof.,5
A3MWXF2CLXHBRI,B003UKM9CO,"I bought this to replace a less expensive Oral-B electric toothbrush that someone accidentally broke. This one has more power and suits me just fine. I've tried other brands, but plan to stay with this one because I really like the way the toothbrush head cups each tooth. For me, this makes thorough cleaning much easier than when using a toothbrush with an oval head.",5
A2RVJY4WUNKN7B,B003UKM9CO,"I received the package on time, the toothbrush was as described. I had an oral B several years ago till it wore out; then bought a Phillips Sonicare at the recommendation of my new dentist. I am soooo happy to be back to the Oral B - I feel like it works better and is more comfortable to use. The 30 sec phases work, but it doesn't shut off after 2 minutes...which is nice actually!",5
A1WAA32LZ1488K,B003UKM9CO,These brushes are great. I use it with the soft head refills. They are easier on your gums. This is a great price on amazon too. I never even considered any other when my old one finally died. The oral b is a quality machine.,5
AA8JVE6BAA5PN,B003UKM9CO,"I've gone through two Sonicare brushes.  They both failed after about a year, but maybe that's normal.  I found them to be noisy and felt very rough in my mouth...sort of like an attack on my teeth and gums.  So, when I needed a new brush, I reviewed the data on both the Phillips and the Oral B, and liked the sound of the Oral B reviews.  I both this least expensive version and I LOVE it.  Less noise and easier on my mouth.",5
A2TD8LBGIWBM42,B003UKM9CO,she recently lost her other charger to her other brush so she just bought a new one and she is very happy with the one i had ordered her,5
A2C3VC5JTYVRCL,B003UKM9CO,"I got two of these for my kids on the recommendation of our dentist. I have also been using an Oral-B for years and like them a lot. The heads are nice and small for kids' mouths and the built in timer is very handy. Previously we had been buying the disposable battery-operated brushes for them at the grocery store, but these were a great investment.",5
A18YMFFJW974QS,B003UKM9CO,"It appears that Braun has become exclusively a saving company and they have are leaving Oral B to brand/produce the line of electric toothbrushes. The bottom of the toothbrush (in addition to ""Made in Germany"") is labeled ""Braun"". Why is this a big deal? Well my wife has had a Braun 3D Excel for 10 years and it has worked flawlessly. The Oral B 1000 is virtually identical - except it does not have variable speeds.A run down on the Oral B 1000-- Nice charging stand - the Oral B 1000 can be charged even if some water is present due to its non-metal-on-metal contact between the charger and the brush.- Oddly, it is only 1 speed. I am not sure if there is a need for variable speeds, since I only use the high speed, but the Oral B 1000 only offers 1- Nice rubberized grip- Replacement heads are not overly expensive- Not too loud - a humming sound is all that you hear- Battery life - pretty decent - you take it on vacation without worries- An efficient way to brush - the rotating heads really are more effective than standard brushing. This will help you remove more plaque from your teeth!Final Verdict -Whether you call it a Braun or and Oral B - the Oral B 1000 is a top choice for a moderately priced electric toothbrush.5 Stars",5
A2PSVETZUVZUQR,B003UKM9CO,"This is a great little electric toothbrush.  It does what it needs to do without all the bells and whistles.  The 30 second timer feature is nice too.  Hopefully, it was last as long as my first one.",5
2fb31e42-bb67-4be6-ba93-6e015ce315a7,B007VXJK6E,Case & Storage: The product poor experience. I faced problems related to case & storage and overall it did not meet expectations.,1
c057e808-6745-4bd0-8995-622a88f909e6,B007VXJK6E,Support & Maintenance: The product stopped working quickly. I faced problems related to support & maintenance and overall it did not meet expectations.,1
68f3f533-db3d-4d63-9dec-d10c8d259d7b,B007VXJK6E,Toothbrush Holder / Dock: The product stopped working quickly. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,1
954437d2-a0ef-407d-b71a-bca1841cf2e6,B007VXJK6E,Timer & Pacing: The product not worth buying. I faced problems related to timer & pacing and overall it did not meet expectations.,1
a012a0c6-1bd0-473c-8b1f-a8b0312d1e55,B007VXJK6E,Case & Storage: The product not worth buying. I faced problems related to case & storage and overall it did not meet expectations.,1
06838e98-af96-45d2-ae7b-f1ad476410f5,B007ZN5ATQ,"Noise, Feel & Sensation: The product serious issues. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
cd2c99f6-edf0-4ec3-a778-5ff74389b066,B007ZN5ATQ,Support & Maintenance: The product very disappointing. I faced problems related to support & maintenance and overall it did not meet expectations.,1
973ba989-655d-4736-a85b-80c659708ca1,B007ZN5ATQ,Price & Value: The product serious issues. I faced problems related to price & value and overall it did not meet expectations.,1
9d653595-a7a6-437f-924e-aff102a8a963,B007ZN5ATQ,Pressure Sensor: The product very disappointing. I faced problems related to pressure sensor and overall it did not meet expectations.,1
a8c66bc2-337c-4804-847b-81363fff6814,B007ZN5ATQ,Toothbrush Holder / Dock: The product stopped working quickly. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,1
e7ee5c2e-ef77-45a5-b10f-6d4eb16ad2b0,B007ZN5ATQ,Indicator Lights & Display: The product serious issues. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
bb1cfc7c-62ed-4e3c-ab0c-1312867a83f0,B007ZN5ATQ,Price & Value: The product not worth buying. I faced problems related to price & value and overall it did not meet expectations.,1
c3ed1c2f-a45d-44b8-a85f-cf95714d5da8,B007ZN5ATQ,Brush Head: The product poor experience. I faced problems related to brush head and overall it did not meet expectations.,1
4257156e-f9aa-453d-b55b-54c41ee41494,B007ZN5ATQ,Pressure Sensor: The product stopped working quickly. I faced problems related to pressure sensor and overall it did not meet expectations.,1
1bf1fe8d-7c5c-48cb-abc8-c4dcb8a9497a,B007ZN5ATQ,Cleaning Performance & Oral Health: The product stopped working quickly. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,1
5f295eb1-8a5a-4e8b-b426-0113ce97306e,B007ZN5ATQ,Indicator Lights & Display: The product not worth buying. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
8cbea26f-16e4-4af1-b06d-bb51bbed904c,B007ZN5ATQ,Support & Maintenance: The product serious issues. I faced problems related to support & maintenance and overall it did not meet expectations.,1
94847031-a37e-4328-a7fd-9f6e39ac8a77,B007ZN5ATQ,Accessories & Adapter: The product very disappointing. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
9fede650-3529-4ef1-984a-4a22d6fd09c7,B007ZN5ATQ,Pressure Sensor: The product serious issues. I faced problems related to pressure sensor and overall it did not meet expectations.,1
3ce30d69-6294-4815-9363-8a3bba1eb453,B007ZN5ATQ,Packaging & Delivery: The product stopped working quickly. I faced problems related to packaging & delivery and overall it did not meet expectations.,1
e8920e1f-25d0-4111-a97f-43b7a272cfa1,B007VXJK6E,Product Type & Brand: The product stopped working quickly. I faced problems related to product type & brand and overall it did not meet expectations.,1
342b4ad3-11d4-45ae-b03d-dd21e1fe2fe2,B007VXJK6E,Support & Maintenance: The product serious issues. I faced problems related to support & maintenance and overall it did not meet expectations.,1
f30eb1ff-cf8d-468b-98d2-f7c3423c5d18,B007VXJK6E,Bathroom & Counter Space: The product poor experience. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
f4f56318-b985-497a-9733-347483c34c44,B007VXJK6E,Bathroom & Counter Space: The product very disappointing. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
ecb059b7-de4f-469a-9974-cb405c7a9d08,B003UKM9CO,Indicator Lights & Display: The product very disappointing. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
921c23a0-f06a-450b-b34d-ac970ac63046,B003UKM9CO,Price & Value: The product poor experience. I faced problems related to price & value and overall it did not meet expectations.,1
79a7c95c-5ea2-4583-a2d9-fce439ed34f6,B003UKM9CO,Toothbrush Holder / Dock: The product very disappointing. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,1
57e9e321-b7b8-425c-a379-826ddae86d18,B003UKM9CO,"Noise, Feel & Sensation: The product not worth buying. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
556f0104-e9f7-4616-ae26-6bfad5028c8c,B003UKM9CO,Product Type & Brand: The product very disappointing. I faced problems related to product type & brand and overall it did not meet expectations.,1
70c0c081-b8a7-40bc-9ae8-9cf5d39c603a,B003UKM9CO,Support & Maintenance: The product serious issues. I faced problems related to support & maintenance and overall it did not meet expectations.,1
998471b0-2816-469c-a290-103e34d7a236,B003UKM9CO,Cleaning Performance & Oral Health: The product serious issues. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,1
a440d50c-ba19-4b50-9a52-61547c7237ca,B003UKM9CO,Indicator Lights & Display: The product very disappointing. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
a6e06bba-c692-4904-a1b2-3ada1a23a8ff,B003UKM9CO,Bathroom & Counter Space: The product serious issues. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
e6200628-f9a9-49f7-8f99-f5e99b99279e,B003UKM9CO,Timer & Pacing: The product not worth buying. I faced problems related to timer & pacing and overall it did not meet expectations.,1
ccf7ac88-001e-4474-8d65-b789da6cf4f7,B003UKM9CO,Support & Maintenance: The product stopped working quickly. I faced problems related to support & maintenance and overall it did not meet expectations.,1
5d23aa9f-4dc9-4503-ae91-3dfc9b8b9ecf,B003UKM9CO,Bathroom & Counter Space: The product not worth buying. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
00abb1fe-da76-475b-b3f7-66497138858d,B003UKM9CO,Pressure Sensor: The product stopped working quickly. I faced problems related to pressure sensor and overall it did not meet expectations.,1
a2eab49e-8c6a-4309-9395-d949d0d10484,B003UKM9CO,Timer & Pacing: The product not worth buying. I faced problems related to timer & pacing and overall it did not meet expectations.,1
4807f637-6258-4e36-a4d2-a1bf5077cde2,B003UKM9CO,Indicator Lights & Display: The product very disappointing. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
2e2f6254-97c5-446e-960e-908239258263,B003UKM9CO,Price & Value: The product serious issues. I faced problems related to price & value and overall it did not meet expectations.,1
c4a18c42-dbb9-4a62-a715-3c98a160bdfa,B003UKM9CO,Indicator Lights & Display: The product serious issues. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
1e1757e2-8441-4ced-8509-e9752f00b625,B003UKM9CO,Accessories & Adapter: The product very disappointing. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
5fa3d951-fb3e-491a-9eb6-46111467ad57,B003UKM9CO,Accessories & Adapter: The product poor experience. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
d5d316e8-3915-4ba7-8ba5-caabd571647f,B003UKM9CO,Accessories & Adapter: The product poor experience. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
d70fa4b6-96f8-48ea-807b-1af5688de530,B003UKM9CO,"Noise, Feel & Sensation: The product poor experience. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
25a75273-cedc-49ae-9d38-22226ce63360,B007ZN5ATQ,"Noise, Feel & Sensation: The product stopped working quickly. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
af73978f-8c1f-4fae-8f72-c20ef62a46e5,B007ZN5ATQ,Case & Storage: The product poor experience. I faced problems related to case & storage and overall it did not meet expectations.,1
dbceec75-671d-4214-96ef-ec9f90a7df84,B007ZN5ATQ,Handle & Body: The product stopped working quickly. I faced problems related to handle & body and overall it did not meet expectations.,1
06396234-155c-467e-ab01-f1f803fc5001,B007ZN5ATQ,Physical Design & Build: The product stopped working quickly. I faced problems related to physical design & build and overall it did not meet expectations.,1
f00e318b-51d7-4283-af91-18273adff6b9,B007ZN5ATQ,Packaging & Delivery: The product not worth buying. I faced problems related to packaging & delivery and overall it did not meet expectations.,1
bc73e6f6-fcdc-4387-a190-eea7eabc724f,B007ZN5ATQ,Indicator Lights & Display: The product could be better. I faced problems related to indicator lights & display and overall it did not meet expectations.,2
1e3a8f35-b989-4da8-8839-3e04be8d2258,B007ZN5ATQ,Modes & Settings: The product below expectations. I faced problems related to modes & settings and overall it did not meet expectations.,2
