asin,review_id,star_rating,sentence,aspect,opinion_term,sentiment,confidence
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"I use the same toothpaste, and brush at the 45 degree angle that the toothbrush recommends, and the line between my gums and teeth is perfect.",toothpaste,same,Neutral,0.9393
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"Two minutes, morning and night, and my teeth and gums are beautifully clean.",teeth,clean,Positive,0.9979
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"Two minutes, morning and night, and my teeth and gums are beautifully clean.",gums,clean,Positive,0.998
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"When I floss (every day), I get much less mung from between my teeth, and my gums don't hurt at all from flossing.",gums,n't hurt,Positive,0.9486
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"My only nit, at all, is that when the two minute time period is up, the toothbrush shuts off without warning.",toothbrush,shuts,Negative,0.9907
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"I'd prefer a beep or some signal ahead of time,",signal,prefer,Neutral,0.5868
B007ZN5ATQ,A3S15YGZ6W6EV2,5,that I could plan accordingly.,plan,,Neutral,0.9825
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"Ideally, I'd like a way of measuring the four thirty-second quarters of the two minute time period,",time,measuring,Neutral,0.8716
B007ZN5ATQ,A3S15YGZ6W6EV2,5,I could do my mouth in sections.,mouth,do,Neutral,0.9473
B007ZN5ATQ,A3S15YGZ6W6EV2,5,"For now, I'll use the clock in my bathroom to time my toothbrushing.",clock,use,Neutral,0.9802
B007ZN5ATQ,AQO0UJGJ7ZXIQ,5,"This is a great product, holds a charge for a good while, good for weekend trips especially, and don't need to lug the charger.",charge,holds,Positive,0.9858
B007ZN5ATQ,AQO0UJGJ7ZXIQ,5,"This is a great product, holds a charge for a good while, good for weekend trips especially, and don't need to lug the charger.",charger,lug,Neutral,0.5924
B007ZN5ATQ,A3PIAYO9S0STVO,5,WE love our Sonicare toothbrushes and ordered this one thru Amazon as the price was good.,price,good,Positive,0.9959
B007ZN5ATQ,A3PIAYO9S0STVO,5,The carry case is nice if you are vacation or our for a night or two.,carry case,,Positive,0.9967
B007ZN5ATQ,A3BXRVQLYQHOVE,5,The online prices is also great compared to even Sam's.,prices,online,Positive,0.9946
B007ZN5ATQ,A1GSRK3CZVUZMQ,5,Easy to clean and use.,clean,use,Positive,0.996
B007ZN5ATQ,A1GSRK3CZVUZMQ,5,Easy to clean and use.,use,clean,Positive,0.9966
B007ZN5ATQ,A3RGVDWKSIAX7E,5,In the past few years I had my share of dental work done including an implant and a root canal.,root canal,,Neutral,0.9826
B007ZN5ATQ,A3RGVDWKSIAX7E,5,After my procedures I finally invested in an electric toothbrush.,electric,invested,Positive,0.5443
B007ZN5ATQ,A3RGVDWKSIAX7E,5,The brush does all the work.,brush,does,Positive,0.9943
B007ZN5ATQ,A3RGVDWKSIAX7E,5,The head is small and reaches areas normal brushes miss.,head,small,Negative,0.9945
B007ZN5ATQ,A3RGVDWKSIAX7E,5,The sonicare bristles are jagged shaped and cleans thoroughly.,sonicare bristles,,Positive,0.699
B007ZN5ATQ,A3RGVDWKSIAX7E,5,"After using this for several months, I went to my dentist for my teeth cleaning and he commented on the excellent condition of my teeth (without knowing of my switch to an electronic toothbrush).",electronic,knowing,Neutral,0.9371
B007ZN5ATQ,A3RGVDWKSIAX7E,5,"Floss, brush, rinse.",Floss,,Negative,0.7028
B007ZN5ATQ,A3RGVDWKSIAX7E,5,And use the sonicare.,sonicare,use,Positive,0.9851
B007ZN5ATQ,A39ST611MIEIFL,5,Works very well and it stays charged for a very long time.,charged,stays,Negative,0.9652
B007ZN5ATQ,A39ST611MIEIFL,5,It's never died on me and I don't always have the charger plugged in.,charger,plugged,Neutral,0.6173
B007ZN5ATQ,A39ST611MIEIFL,5,The little carrying case is nice.,case,little,Positive,0.9898
B007ZN5ATQ,A3OIPQ0N6E2JWT,5,I would have never believed that a tooth brush could make such a difference in how clean my teeth felt.,tooth brush,,Positive,0.9981
B007ZN5ATQ,A3OIPQ0N6E2JWT,5,This tooth brush cleans my teeth,tooth brush,,Positive,0.9532
B007ZN5ATQ,A3OIPQ0N6E2JWT,5,well that they feel like I just had them professionally cleaned.,cleaned,,Negative,0.7973
B007ZN5ATQ,A3OIPQ0N6E2JWT,5,I have had it almost 3 months and the e-series brush head is just about ready for replacement,brush head,,Negative,0.818
B007ZN5ATQ,A3OIPQ0N6E2JWT,5,glad I made the investment...,investment,made,Positive,0.9976
B007ZN5ATQ,AS1RPAY2NAPAQ,5,"This was the best price i found on this, after much research--It works great, and is",price,best,Positive,0.9974
B007ZN5ATQ,AS1RPAY2NAPAQ,5,"This was the best price i found on this, after much research--It works great, and is",works,great,Positive,0.9975
B007ZN5ATQ,AS1RPAY2NAPAQ,5,worth the money!,money,worth,Positive,0.9987
B003UKM9CO,A1J5HIF41ENSMZ,5,The first one is a 3D Excel that I've used for over five years.,3D Excel,,Neutral,0.9255
B003UKM9CO,A1J5HIF41ENSMZ,5,"From what I can tell, it's primarily cosmetic changes - and the 1000 only has one speed instead of two on the 3D Excel.",speed,has,Negative,0.5959
B003UKM9CO,A1J5HIF41ENSMZ,5,"From what I can tell, it's primarily cosmetic changes - and the 1000 only has one speed instead of two on the 3D Excel.",3D Excel,,Neutral,0.8861
B003UKM9CO,A1J5HIF41ENSMZ,5,I started using the Excel.,Excel,using,Neutral,0.9849
B003UKM9CO,A1J5HIF41ENSMZ,5,"In the five plus years that I've used my 3D Excel, I have never used the second (slower) speed.",3D Excel,,Neutral,0.821
B003UKM9CO,A1J5HIF41ENSMZ,5,"In the five plus years that I've used my 3D Excel, I have never used the second (slower) speed.",speed,second,Negative,0.9606
B003UKM9CO,A1J5HIF41ENSMZ,5,"I believe that the slower speed is for more sensitive teeth/gums,",speed,slower,Negative,0.967
B003UKM9CO,A1J5HIF41ENSMZ,5,"the ""normal"" speed has been fine for me - and I have sensitive teeth and gums.",speed,normal,Positive,0.9528
B003UKM9CO,A1J5HIF41ENSMZ,5,"So, for me, the single speed on the 1000 was just fine.",single speed,,Positive,0.8125
B003UKM9CO,A1J5HIF41ENSMZ,5,"I also found that I don't use the toothbrush head storage in the larger base of the Excel,",storage,n't use,Neutral,0.7879
B003UKM9CO,A1J5HIF41ENSMZ,5,the smaller charging base of the 1000 was great.,charging base,,Negative,0.6587
B003UKM9CO,A1J5HIF41ENSMZ,5,As a note - the different heads available can be quite different.,heads,different,Neutral,0.8618
B003UKM9CO,A1J5HIF41ENSMZ,5,"So, maybe give a couple different versions a try if you don't like what comes with it.",versions,different,Neutral,0.6197
B003UKM9CO,A1J5HIF41ENSMZ,5,"I do use the normal brush speed, I prefer the sensitive heads because of my gums.",brush speed,,Neutral,0.898
B003UKM9CO,A1J5HIF41ENSMZ,5,"I do use the normal brush speed, I prefer the sensitive heads because of my gums.",sensitive,prefer,Positive,0.5521
B003UKM9CO,A1J5HIF41ENSMZ,5,The heads with the rubber disc in the center can be a bit abrasive to me.,heads,abrasive,Negative,0.9925
B003UKM9CO,A1J5HIF41ENSMZ,5,The heads with the rubber disc in the center can be a bit abrasive to me.,rubber disc,,Negative,0.9844
B003UKM9CO,A2WN1QF8GSVHYV,5,The brush head on the Oral-B is smaller than any others I have seen & gets to places you can't even reach with a kid's toothbrush!Timer lets you know when it is time to switch quadrants with a giggle/hesitation in the motor.,brush head,,Negative,0.9913
B003UKM9CO,A2WN1QF8GSVHYV,5,The brush head on the Oral-B is smaller than any others I have seen & gets to places you can't even reach with a kid's toothbrush!Timer lets you know when it is time to switch quadrants with a giggle/hesitation in the motor.,Timer,lets,Neutral,0.9241
B003UKM9CO,A2WN1QF8GSVHYV,5,"Has 3 settings - I like the regular & sensitive settings the best, you can feel the difference if you have sensitive areas, or I'm sure if your entire mouth is sensitive.",settings,Has,Positive,0.9832
B003UKM9CO,A2WN1QF8GSVHYV,5,"Has 3 settings - I like the regular & sensitive settings the best, you can feel the difference if you have sensitive areas, or I'm sure if your entire mouth is sensitive.",settings,Has,Positive,0.9832
B003UKM9CO,A2WN1QF8GSVHYV,5,The flossing is great too!,flossing,great,Positive,0.9986
B003UKM9CO,A2WN1QF8GSVHYV,5,the prices are reasonable.,prices,reasonable,Positive,0.99
B003UKM9CO,A2WN1QF8GSVHYV,5,"VERY soft bristles, reaches everywhere, even behind front teeth & behind the back molars!Gentle,",bristles,soft,Positive,0.997
B003UKM9CO,A2WN1QF8GSVHYV,5,Easier to handle for those with arthritis.,handle,Easier,Positive,0.9504
B003UKM9CO,A2WN1QF8GSVHYV,5,"Floss, extra heads (different types) & extra-sensitive heads are available & the prices are reasonable!You can buy an optional ring stand that goes on the bottom to hold 2 more heads if using for 3 people - great for guests.",extra - sensitive heads,,Positive,0.9647
B003UKM9CO,A2WN1QF8GSVHYV,5,"Floss, extra heads (different types) & extra-sensitive heads are available & the prices are reasonable!You can buy an optional ring stand that goes on the bottom to hold 2 more heads if using for 3 people - great for guests.",prices,available,Positive,0.8647
B003UKM9CO,A2WN1QF8GSVHYV,5,"Floss, extra heads (different types) & extra-sensitive heads are available & the prices are reasonable!You can buy an optional ring stand that goes on the bottom to hold 2 more heads if using for 3 people - great for guests.",ring stand,,Neutral,0.6951
B003UKM9CO,A2WN1QF8GSVHYV,5,The head is the only part that goes in your mouth.,head,only,Neutral,0.4457
B003UKM9CO,A2WN1QF8GSVHYV,5,The only drawback is that there are no covers for your toothbrush head!,covers,only,Negative,0.9601
B003UKM9CO,A2WN1QF8GSVHYV,5,seems someone missed that essential detail.,detail,essential,Negative,0.9969
B003UKM9CO,A2WN1QF8GSVHYV,5,My teeth feel like they do after I get the grit out from the dentist's cleaning.,teeth,feel,Negative,0.6156
B003UKM9CO,A2WN1QF8GSVHYV,5,This is a really nice upgrade from my SonicCare Pro!,upgrade,nice,Positive,0.7644
B003UKM9CO,A404TOR0ATGXJ,5,"This thing cleans much, much better than a manual toothbrush.",cleans,much,Positive,0.9951
B003UKM9CO,A404TOR0ATGXJ,5,"In fact, when we use manual toothbrushes for a couple days",manual,use,Neutral,0.6393
B003UKM9CO,A3OOLENXICN68G,5,I haven't had any issues with it and am impressed with the battery life.,battery life,,Positive,0.9988
B003UKM9CO,A3FEGTOLCWXSV4,5,"Oral-B has a number of brushes available - the Sonic, Vitality, the Professional Care family (which comprises the 1000 and 3000), and the Professional Care SmartSeries (4000 and 5000).",Professional Care family,,Neutral,0.9697
B003UKM9CO,A3FEGTOLCWXSV4,5,"Oral-B has a number of brushes available - the Sonic, Vitality, the Professional Care family (which comprises the 1000 and 3000), and the Professional Care SmartSeries (4000 and 5000).",Professional Care SmartSeries,,Neutral,0.9753
B003UKM9CO,A3FEGTOLCWXSV4,5,The Oral-B 1000 is the entry level of the Professional Care series.,Oral,,Neutral,0.9182
B003UKM9CO,A3FEGTOLCWXSV4,5,"In my usage of the Vitality and the Oral-B 1000, the Oral-B 1000 stands at the minimum level of functionality to make an electric toothbrush viable.",Oral -,,Negative,0.9117
B003UKM9CO,A3FEGTOLCWXSV4,5,"For example, the Vitality does not have a quadrant timer (it beeps only at the end of the 2-minute cycle), is rated at only 7600 oscillations per second, and does not have battery charging indicators.",battery charging indicators,,Negative,0.9179
B003UKM9CO,A3FEGTOLCWXSV4,5,"The brushes in the Professional Care series on the other hand add quadrant timers, and are rated both at 8800 oscillations per second and at 40,000 pulsations per second.",brushes,add,Neutral,0.9648
B003UKM9CO,A3FEGTOLCWXSV4,5,"The brushes in the Professional Care series on the other hand add quadrant timers, and are rated both at 8800 oscillations per second and at 40,000 pulsations per second.",Care,other,Neutral,0.9724
B003UKM9CO,A3FEGTOLCWXSV4,5,"As you go higher in the Professional Care family you get multiple brush modes (daily clean, sensitive, polish, deep clean), pressure sensors, and even wireless displays.",pressure sensors,,Neutral,0.7592
B003UKM9CO,A3FEGTOLCWXSV4,5,"As you go higher in the Professional Care family you get multiple brush modes (daily clean, sensitive, polish, deep clean), pressure sensors, and even wireless displays.",wireless displays,,Neutral,0.6723
B003UKM9CO,A3FEGTOLCWXSV4,5,"Overall, the brush is simply wonderful.",brush,wonderful,Positive,0.9988
B003UKM9CO,A3FEGTOLCWXSV4,5,"I've tried the pro white, precision clean, and dual clean brush heads, and I'm simply thrilled with each,",pro white,,Positive,0.8327
B003UKM9CO,A3FEGTOLCWXSV4,5,"I've tried the pro white, precision clean, and dual clean brush heads, and I'm simply thrilled with each,",precision clean,,Positive,0.8001
B003UKM9CO,A3FEGTOLCWXSV4,5,"I've tried the pro white, precision clean, and dual clean brush heads, and I'm simply thrilled with each,",dual clean,,Positive,0.8831
B003UKM9CO,A3FEGTOLCWXSV4,5,"I've tried the pro white, precision clean, and dual clean brush heads, and I'm simply thrilled with each,",heads,white,Positive,0.9398
B003UKM9CO,A3FEGTOLCWXSV4,5,"It works noticeably better than my manual toothbrush, in particular with cleaning between my teeth.",manual,better,Negative,0.6317
B003UKM9CO,A3FEGTOLCWXSV4,5,I'm definitely a happy camper.,camper,happy,Positive,0.9984
B003UKM9CO,A3FEGTOLCWXSV4,5,Do note that the Professional Care 1000's specifications indicate the presence of a pressure sensor.,specifications,indicate,Neutral,0.9631
B003UKM9CO,A3FEGTOLCWXSV4,5,Do note that the Professional Care 1000's specifications indicate the presence of a pressure sensor.,pressure,indicate,Neutral,0.9542
B003UKM9CO,A1U0SGKIDHQE1I,5,strong enough to give the best clean I've ever had.,clean,best,Positive,0.9969
B003UKM9CO,A1U0SGKIDHQE1I,5,It gets the tartar at the gum line like nobody's business.,tartar,gets,Negative,0.6015
B003UKM9CO,A1U0SGKIDHQE1I,5,It gets the tartar at the gum line like nobody's business.,gum line,,Negative,0.5318
B003UKM9CO,A1U0SGKIDHQE1I,5,I wholeheartedly recommend this tooth brush.,brush,recommend,Positive,0.9985
B003UKM9CO,AITHKUEHE8L85,5,"Solid powerful motor, good brush.",motor,Solid,Positive,0.9978
B003UKM9CO,AITHKUEHE8L85,5,"Solid powerful motor, good brush.",brush,good,Positive,0.998
B003UKM9CO,AITHKUEHE8L85,5,Price is decent for the quality.,Price,decent,Positive,0.7807
B003UKM9CO,AITHKUEHE8L85,5,Have been using it for a few months now and it lasts days without charging.,charging,lasts,Positive,0.6715
B003UKM9CO,A24R30PNVRG4VG,5,This is my third Oral-B electrical toothbrush.,toothbrush,third,Neutral,0.9042
B003UKM9CO,A24R30PNVRG4VG,5,Initially I owned a battery operated one.,battery,operated,Neutral,0.9571
B003UKM9CO,A24R30PNVRG4VG,5,After it go rusty in the battery compartment,battery compartment,,Negative,0.8952
B003UKM9CO,A24R30PNVRG4VG,5,it was not a Pro flavor.,flavor,Pro,Negative,0.7599
B003UKM9CO,A24R30PNVRG4VG,5,"Despite having a Ni-Cd battery, it has been working for probably 4 years and is",Ni,having,Neutral,0.7398
B003UKM9CO,A24R30PNVRG4VG,5,"Despite having a Ni-Cd battery, it has been working for probably 4 years and is",battery,having,Neutral,0.6606
B003UKM9CO,A24R30PNVRG4VG,5,"""Now, with all the addition of bathroom gadgets that require electricity, the next problem is to install extra GFI outlets and hide all the cords!",outlets,extra,Negative,0.756
B003UKM9CO,A24R30PNVRG4VG,5,"""Now, with all the addition of bathroom gadgets that require electricity, the next problem is to install extra GFI outlets and hide all the cords!",cords,hide,Negative,0.8917
B003UKM9CO,A2JDVQ3W6KAHUU,5,I used to have an older model of Oral-B and the battery wouldn't charge anymore.,battery,n't charge,Negative,0.9937
B003UKM9CO,A2JDVQ3W6KAHUU,5,"The movement is better, it let's you know when you need to recharge and my teeth feel even cleaner that with the previous one.",movement,better,Positive,0.9966
B003UKM9CO,A36JO8IHKYBMMJ,5,I came to this electric toothbrush after a year of using thePhilips Sonicare HX6972/10 FlexCare Plus Rechargeable Electric Toothbrush.,electric toothbrush,,Neutral,0.7571
B003UKM9CO,A36JO8IHKYBMMJ,5,I came to this electric toothbrush after a year of using thePhilips Sonicare HX6972/10 FlexCare Plus Rechargeable Electric Toothbrush.,Electric Toothbrush,,Neutral,0.7873
B003UKM9CO,A36JO8IHKYBMMJ,5,"The Oral-B Professional is of comparable quality, and that is high praise for a machine that costs half to a third (depending on which model you buy) of the Philips.",costs,third,Positive,0.8938
B003UKM9CO,A36JO8IHKYBMMJ,5,"The Philips, I think cleans a little better,",Philips,cleans,Positive,0.9815
B003UKM9CO,A36JO8IHKYBMMJ,5,"The Philips, I think cleans a little better,",cleans,think,Positive,0.9752
B003UKM9CO,A36JO8IHKYBMMJ,5,that could be a result of another feature it has over the Oral-B---a timer.,timer,has,Neutral,0.9717
B003UKM9CO,A36JO8IHKYBMMJ,5,"The Oral-B does not, which means you have to be a little more disciplined in switching it up.",Oral - B,,Negative,0.8712
B003UKM9CO,A36JO8IHKYBMMJ,5,I recently had oral surgery and I could not handle the Philips toothbrush in my mouth.,Philips,handle,Negative,0.9905
B003UKM9CO,A36JO8IHKYBMMJ,5,"Since the surgery a month ago, I've been almost exclusively using the Oral-B. The Philips does have a few more bells and whistles,",Oral,using,Positive,0.6136
B003UKM9CO,A3561VDJLECLIQ,5,"It seemed my first choice, did not vibrate enough.",vibrate,first,Negative,0.9943
B003UKM9CO,A3561VDJLECLIQ,5,"Well, I really found out what sonic action is,even on the low setting, with very little noise, about a 2 on the 10 scale.",sonic action,,Positive,0.8853
B003UKM9CO,A3561VDJLECLIQ,5,I'm sure this would message and vibrate (occuring in brush head),message,vibrate,Neutral,0.5455
B003UKM9CO,A3561VDJLECLIQ,5,"However, the noise for it is about a 4 and The charge only last about four uses for me.",noise,last,Negative,0.963
B003UKM9CO,A3561VDJLECLIQ,5,"However, the noise for it is about a 4 and The charge only last about four uses for me.",charge,last,Negative,0.7949
B003UKM9CO,ABJIXMSVJ5YK2,5,Replaced a model from 6 years ago.,model,Replaced,Neutral,0.9853
B003UKM9CO,ABJIXMSVJ5YK2,5,I use a timer to charge the battery 3-4 hours a day for longevity.,timer,use,Neutral,0.9684
B003UKM9CO,ABJIXMSVJ5YK2,5,I use a timer to charge the battery 3-4 hours a day for longevity.,battery,charge,Neutral,0.964
B003UKM9CO,A3I2E3IWY7RW00,5,"This is my first electronic toothbrush,",electronic,first,Positive,0.8179
B003UKM9CO,A3I2E3IWY7RW00,5,"I used the precision clean brush head that it came with and my mouth felt very clean afterwards,",brush head,,Positive,0.985
B003UKM9CO,A3I2E3IWY7RW00,5,"I used the precision clean brush head that it came with and my mouth felt very clean afterwards,",mouth,clean,Positive,0.9873
B003UKM9CO,A3I2E3IWY7RW00,5,then after purchasing the floss action brush head--wow--even better!,head,purchasing,Positive,0.9954
B003UKM9CO,ADFQS81MLFSIJ,5,"I did lots of research, I can't find a reason to spend more money, this one does pretty much 90% of what the more and most expensive brushes do.",brushes,more,Negative,0.9897
B003UKM9CO,A3JMRDOJV7XNIP,5,"This is my second electric tooth brush, the fist Oral B having worked as usual for over ten years.",electric,second,Neutral,0.9202
B003UKM9CO,A3JMRDOJV7XNIP,5,"This is my second electric tooth brush, the fist Oral B having worked as usual for over ten years.",brush,second,Neutral,0.9144
B003UKM9CO,A3JMRDOJV7XNIP,5,This model is a streamlined version of my old one and gives me the same clean feeling.,feeling,same,Positive,0.9458
B003UKM9CO,A3JMRDOJV7XNIP,5,It's good to have such a reliable product that I can rely on over the years.,product,reliable,Positive,0.9984
B003UKM9CO,A1403S76T94H6W,5,this is an excellent product .,product,excellent,Positive,0.9987
B003UKM9CO,A1403S76T94H6W,5,My dentist recommended this brush due to past history of gingivitis which has not since using itDownside is the cost of replacement brush heads..,brush,recommended,Positive,0.8486
